CustomerKey,SalesTerritoryCountry,SalesTerritoryRegion
11413,United Kingdom,United Kingdom
11413,United Kingdom,United Kingdom
13624,Australia,Australia
13624,Australia,Australia
17484,Australia,Australia
15809,Australia,Australia
13670,Australia,Australia
17307,Australia,Australia
17307,Australia,Australia
23636,United Kingdom,United Kingdom
23636,United Kingdom,United Kingdom
23636,United Kingdom,United Kingdom
11505,Canada,Canada
11520,Canada,Canada
11520,Canada,Canada
11520,Canada,Canada
27229,United States,Southwest
27229,United States,Southwest
27229,United States,Southwest
27229,United States,Southwest
26340,United States,Northwest
26340,United States,Northwest
26340,United States,Northwest
26237,United States,Southwest
26237,United States,Southwest
25902,United States,Northwest
25902,United States,Northwest
25902,United States,Northwest
11631,Canada,Canada
11631,Canada,Canada
11631,Canada,Canada
11631,Canada,Canada
14328,Canada,Canada
14328,Canada,Canada
14328,Canada,Canada
19005,United States,Northwest
19005,United States,Northwest
28141,Canada,Canada
28141,Canada,Canada
18811,Canada,Canada
23255,Canada,Canada
23255,Canada,Canada
15366,United States,Southwest
15366,United States,Southwest
14404,United States,Northwest
16582,Germany,Germany
13802,France,France
13802,France,France
13802,France,France
13802,France,France
13802,France,France
14973,Germany,Germany
14973,Germany,Germany
14174,Germany,Germany
14174,Germany,Germany
14174,Germany,Germany
23623,France,France
23237,Germany,Germany
23237,Germany,Germany
23237,Germany,Germany
26911,United Kingdom,United Kingdom
28918,United Kingdom,United Kingdom
28918,United Kingdom,United Kingdom
15468,Canada,Canada
15468,Canada,Canada
15468,Canada,Canada
12791,United States,Southwest
12791,United States,Southwest
15378,Canada,Canada
15378,Canada,Canada
15378,Canada,Canada
15378,Canada,Canada
15378,Canada,Canada
20663,United States,Southwest
20663,United States,Southwest
18973,United States,Southwest
18973,United States,Southwest
18973,United States,Southwest
11525,United States,Northwest
11525,United States,Northwest
11525,United States,Northwest
12059,United States,Northwest
12059,United States,Northwest
12059,United States,Northwest
27770,Germany,Germany
27770,Germany,Germany
17648,France,France
17648,France,France
25759,France,France
22946,Australia,Australia
22946,Australia,Australia
22946,Australia,Australia
20160,Australia,Australia
20160,Australia,Australia
20160,Australia,Australia
20160,Australia,Australia
20160,Australia,Australia
11096,Australia,Australia
25098,United States,Northwest
25098,United States,Northwest
25098,United States,Northwest
25098,United States,Northwest
22300,United States,Northwest
22300,United States,Northwest
21608,United States,Northwest
21608,United States,Northwest
19401,United States,Southwest
19401,United States,Southwest
19407,United States,Northwest
19407,United States,Northwest
22643,United Kingdom,United Kingdom
27128,France,France
27128,France,France
14425,Germany,Germany
14425,Germany,Germany
12024,United States,Northwest
20234,Australia,Australia
20234,Australia,Australia
16032,Australia,Australia
28536,Australia,Australia
28536,Australia,Australia
22952,Australia,Australia
22952,Australia,Australia
17307,Australia,Australia
17307,Australia,Australia
17307,Australia,Australia
24277,Australia,Australia
15153,Australia,Australia
15153,Australia,Australia
11757,Australia,Australia
18216,Australia,Australia
14851,France,France
14851,France,France
14851,France,France
14851,France,France
14851,France,France
14851,France,France
23608,United Kingdom,United Kingdom
23608,United Kingdom,United Kingdom
23608,United Kingdom,United Kingdom
11871,United States,Northwest
11321,United States,Northwest
29025,United States,Southwest
29025,United States,Southwest
11530,Canada,Canada
11530,Canada,Canada
16771,Canada,Canada
27249,United States,Southwest
15559,Canada,Canada
15559,Canada,Canada
15559,Canada,Canada
26506,United States,Northwest
26506,United States,Northwest
26506,United States,Northwest
11330,Canada,Canada
11330,Canada,Canada
11330,Canada,Canada
21496,United States,Southwest
21496,United States,Southwest
21350,United States,Southwest
21350,United States,Southwest
21350,United States,Southwest
23254,United States,Southwest
18477,United States,Southwest
18477,United States,Southwest
13198,Canada,Canada
13198,Canada,Canada
24748,Canada,Canada
24748,Canada,Canada
18109,United States,Southwest
18109,United States,Southwest
18109,United States,Southwest
26488,Canada,Canada
16377,United States,Southwest
16377,United States,Southwest
15161,United States,Southwest
15161,United States,Southwest
15708,Germany,Germany
15708,Germany,Germany
15708,Germany,Germany
15075,United Kingdom,United Kingdom
15075,United Kingdom,United Kingdom
14688,Germany,Germany
14688,Germany,Germany
14688,Germany,Germany
17808,United Kingdom,United Kingdom
17808,United Kingdom,United Kingdom
17808,United Kingdom,United Kingdom
17810,United Kingdom,United Kingdom
17810,United Kingdom,United Kingdom
17810,United Kingdom,United Kingdom
17810,United Kingdom,United Kingdom
28412,France,France
28412,France,France
28412,France,France
17111,Germany,Germany
26899,Germany,Germany
26899,Germany,Germany
12336,United Kingdom,United Kingdom
27835,France,France
27835,France,France
27835,France,France
27835,France,France
22676,France,France
27321,Germany,Germany
11889,United States,Northwest
11889,United States,Northwest
11889,United States,Northwest
11255,United States,Northwest
11255,United States,Northwest
11255,United States,Northwest
12051,United States,Southwest
12051,United States,Southwest
12878,United States,Southwest
12878,United States,Southwest
12654,United Kingdom,United Kingdom
16878,United States,Northwest
16878,United States,Northwest
13871,United States,Southwest
13871,United States,Southwest
13871,United States,Southwest
13871,United States,Southwest
11303,United States,Northwest
11303,United States,Northwest
28208,Australia,Australia
28208,Australia,Australia
28208,Australia,Australia
11002,Australia,Australia
11002,Australia,Australia
25099,United States,Southwest
25099,United States,Southwest
22334,United States,Northwest
22334,United States,Northwest
11421,Germany,Germany
11423,Germany,Germany
11423,Germany,Germany
11482,United Kingdom,United Kingdom
11482,United Kingdom,United Kingdom
11331,Canada,Canada
16173,Australia,Australia
16173,Australia,Australia
16173,Australia,Australia
21566,Australia,Australia
21566,Australia,Australia
21566,Australia,Australia
19798,Australia,Australia
19798,Australia,Australia
19798,Australia,Australia
18263,Australia,Australia
19086,Australia,Australia
22449,France,France
22449,France,France
22449,France,France
22449,France,France
20860,Germany,Germany
20860,Germany,Germany
28175,United States,Northwest
28175,United States,Northwest
26078,United States,Northwest
26078,United States,Northwest
26078,United States,Northwest
27661,United States,Southwest
27661,United States,Southwest
24969,United States,Northwest
24969,United States,Northwest
17442,Canada,Canada
17442,Canada,Canada
17442,Canada,Canada
17442,Canada,Canada
17442,Canada,Canada
17442,Canada,Canada
22734,United States,Southwest
22734,United States,Southwest
22734,United States,Southwest
22734,United States,Southwest
15007,Canada,Canada
15007,Canada,Canada
15007,Canada,Canada
17119,Canada,Canada
17119,Canada,Canada
17119,Canada,Canada
17119,Canada,Canada
20439,United States,Southwest
20439,United States,Southwest
21474,United States,Northwest
21474,United States,Northwest
20366,United States,Southwest
16777,United States,Northwest
16777,United States,Northwest
14909,United States,Northwest
22728,Canada,Canada
22728,Canada,Canada
22728,Canada,Canada
15000,Germany,Germany
15000,Germany,Germany
23743,United Kingdom,United Kingdom
23743,United Kingdom,United Kingdom
23959,Germany,Germany
23959,Germany,Germany
27904,United Kingdom,United Kingdom
27904,United Kingdom,United Kingdom
27904,United Kingdom,United Kingdom
27904,United Kingdom,United Kingdom
27904,United Kingdom,United Kingdom
14531,United Kingdom,United Kingdom
14531,United Kingdom,United Kingdom
14531,United Kingdom,United Kingdom
14531,United Kingdom,United Kingdom
25529,Germany,Germany
23981,France,France
23981,France,France
13497,Germany,Germany
13497,Germany,Germany
11293,United States,Northwest
11293,United States,Northwest
11293,United States,Northwest
11735,United States,Northwest
11735,United States,Northwest
11735,United States,Northwest
12062,United States,Southwest
12062,United States,Southwest
12159,Canada,Canada
12159,Canada,Canada
12159,Canada,Canada
12159,Canada,Canada
12159,Canada,Canada
15377,Canada,Canada
15377,Canada,Canada
15377,Canada,Canada
19217,Canada,Canada
19217,Canada,Canada
19217,Canada,Canada
19217,Canada,Canada
11815,United States,Northwest
11815,United States,Northwest
11815,United States,Northwest
11815,United States,Northwest
11274,United States,Northwest
11274,United States,Northwest
11274,United States,Northwest
11299,United States,Southwest
11299,United States,Southwest
11299,United States,Southwest
11319,United States,Southwest
11319,United States,Southwest
11319,United States,Southwest
24340,United States,Southwest
24340,United States,Southwest
24341,United States,Southwest
24341,United States,Southwest
24341,United States,Southwest
24341,United States,Southwest
22329,United States,Northwest
22329,United States,Northwest
21611,United States,Southwest
21611,United States,Southwest
21611,United States,Southwest
21611,United States,Southwest
19395,United States,Southwest
19395,United States,Southwest
25642,United Kingdom,United Kingdom
25642,United Kingdom,United Kingdom
25642,United Kingdom,United Kingdom
18248,Australia,Australia
18248,Australia,Australia
18248,Australia,Australia
18248,Australia,Australia
11429,France,France
11429,France,France
12738,Germany,Germany
12738,Germany,Germany
12738,Germany,Germany
12738,Germany,Germany
12738,Germany,Germany
15018,Australia,Australia
15018,Australia,Australia
15018,Australia,Australia
19627,Australia,Australia
19627,Australia,Australia
19627,Australia,Australia
14309,Australia,Australia
14309,Australia,Australia
13002,Australia,Australia
13002,Australia,Australia
16697,Australia,Australia
16697,Australia,Australia
20848,United Kingdom,United Kingdom
20848,United Kingdom,United Kingdom
